,ZIPCODE,State,City,Metro,CountyName,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31
272,90037,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,486977.0,487358.0,487812.0,491386.0,495237.0,498195.0,495763.0,494442.0,494249.0,500212.0,504706.0,511116.0
278,91762,CA,Ontario,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,429020.0,430207.0,431983.0,433306.0,435097.0,435897.0,435705.0,436600.0,437443.0,439427.0,440681.0,442129.0
283,94509,CA,Antioch,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,524409.0,524835.0,518086.0,511884.0,508492.0,507607.0,509329.0,512086.0,520027.0,525655.0,529052.0,530342.0
285,92115,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,517047.0,515826.0,515702.0,518461.0,519989.0,522267.0,525060.0,527942.0,529440.0,530783.0,533249.0,536291.0
293,95123,CA,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,993592.0,980570.0,969892.0,964352.0,955114.0,944338.0,934904.0,928895.0,932704.0,932486.0,935564.0,937429.0
295,92201,CA,Indio,"Riverside-San Bernardino-Ontario, CA",Riverside County,287283.0,288725.0,290538.0,291756.0,292582.0,293704.0,295770.0,297301.0,297800.0,298790.0,299105.0,301284.0
299,91977,CA,Spring Valley,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,456778.0,454809.0,454112.0,455877.0,457701.0,460428.0,462865.0,464505.0,464745.0,466320.0,469129.0,472355.0
300,90660,CA,Pico Rivera,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,490134.0,488347.0,486908.0,486502.0,487395.0,488635.0,487434.0,487247.0,488776.0,492970.0,496295.0,499866.0
303,90019,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1127911.0,1123531.0,1116246.0,1113239.0,1116957.0,1122978.0,1115749.0,1112182.0,1106648.0,1114910.0,1116080.0,1122408.0
314,94015,CA,Daly City,"San Francisco-Oakland-Berkeley, CA",San Mateo County,1063752.0,1054900.0,1049768.0,1051638.0,1052034.0,1053681.0,1054894.0,1056634.0,1062882.0,1062674.0,1066684.0,1072425.0
318,95020,CA,Gilroy,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,775848.0,765173.0,758808.0,759206.0,760226.0,757988.0,755901.0,754348.0,759909.0,760842.0,764529.0,767501.0
322,95758,CA,Elk Grove,"Sacramento-Roseville-Folsom, CA",Sacramento County,399342.0,399849.0,399973.0,401940.0,404085.0,405756.0,405121.0,403846.0,404091.0,405242.0,409045.0,412610.0
323,91761,CA,Ontario,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,450477.0,450429.0,450975.0,451128.0,452368.0,452685.0,451950.0,451759.0,451885.0,454085.0,456015.0,457804.0
326,91770,CA,Rosemead,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,607603.0,605365.0,602488.0,601516.0,601378.0,602906.0,598589.0,598025.0,599310.0,605170.0,607984.0,610454.0
333,94501,CA,Alameda,"San Francisco-Oakland-Berkeley, CA",Alameda County,980540.0,975111.0,980778.0,986895.0,992577.0,995134.0,1007980.0,1016048.0,1024550.0,1019915.0,1014992.0,1016592.0
335,92404,CA,San Bernardino,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,284631.0,285694.0,287665.0,289135.0,291431.0,292597.0,292750.0,293467.0,294287.0,296020.0,297110.0,298112.0
338,94806,CA,Richmond,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,472577.0,473545.0,469943.0,467366.0,466260.0,464700.0,461872.0,459407.0,460940.0,465472.0,470170.0,473515.0
341,92630,CA,Lake Forest,"Los Angeles-Long Beach-Anaheim, CA",Orange County,719427.0,717604.0,716782.0,715742.0,716037.0,714630.0,714803.0,715314.0,719434.0,722007.0,722144.0,720472.0
342,95112,CA,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,899402.0,885730.0,879134.0,875214.0,871798.0,864627.0,859648.0,855372.0,859779.0,860797.0,864053.0,864331.0
343,90640,CA,Montebello,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,544682.0,542160.0,540469.0,540541.0,541808.0,543393.0,541492.0,541411.0,542496.0,546646.0,549344.0,553013.0
349,90042,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,786445.0,783282.0,781044.0,779464.0,781420.0,783419.0,780081.0,775831.0,774136.0,778077.0,781004.0,785532.0
350,92507,CA,Riverside,"Riverside-San Bernardino-Ontario, CA",Riverside County,377048.0,378073.0,379475.0,380211.0,380475.0,380832.0,382579.0,384229.0,385219.0,386897.0,387470.0,390397.0
351,95608,CA,Carmichael,"Sacramento-Roseville-Folsom, CA",Sacramento County,399033.0,398361.0,397509.0,399062.0,401626.0,403852.0,404320.0,404015.0,405201.0,406830.0,410541.0,413795.0
352,94122,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,1478230.0,1480785.0,1478257.0,1474920.0,1480154.0,1487429.0,1488200.0,1480310.0,1469906.0,1471297.0,1471449.0,1483753.0
354,92627,CA,Costa Mesa,"Los Angeles-Long Beach-Anaheim, CA",Orange County,864262.0,861948.0,862827.0,863684.0,865521.0,862417.0,861876.0,864032.0,872618.0,877840.0,877203.0,873639.0
357,93906,CA,Salinas,"Salinas, CA",Monterey County,462366.0,465460.0,467130.0,467983.0,466860.0,467271.0,466321.0,466824.0,466363.0,467125.0,467755.0,469592.0
361,90001,CA,Florence-Graham,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,394902.0,396137.0,397565.0,399520.0,402381.0,405392.0,406983.0,409779.0,411153.0,413845.0,415333.0,418560.0
366,92392,CA,Victorville,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,269725.0,270370.0,271561.0,272637.0,274237.0,275055.0,275157.0,275244.0,275594.0,276837.0,278453.0,280104.0
371,90731,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,595446.0,594765.0,594849.0,595402.0,597093.0,600030.0,599446.0,601408.0,603396.0,608319.0,611133.0,614171.0
373,95111,CA,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,778496.0,768393.0,761407.0,759422.0,755714.0,749446.0,746251.0,744523.0,750643.0,751244.0,754855.0,757493.0
375,95206,CA,Stockton,"Stockton, CA",San Joaquin County,282693.0,282579.0,284810.0,285832.0,287432.0,288088.0,288955.0,290148.0,290876.0,291477.0,291837.0,293546.0
378,92707,CA,Santa Ana,"Los Angeles-Long Beach-Anaheim, CA",Orange County,528666.0,528651.0,530296.0,532374.0,534766.0,535232.0,536125.0,538053.0,543074.0,546699.0,547406.0,546159.0
383,92020,CA,El Cajon,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,524262.0,521704.0,521421.0,524089.0,526044.0,528005.0,530500.0,532629.0,533646.0,534105.0,536027.0,538265.0
386,92647,CA,Huntington Beach,"Los Angeles-Long Beach-Anaheim, CA",Orange County,768464.0,766880.0,766738.0,766244.0,766722.0,765236.0,766052.0,767839.0,774419.0,778727.0,780525.0,780644.0
388,95014,CA,Cupertino,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,2247384.0,2210170.0,2184472.0,2173771.0,2164277.0,2147679.0,2127594.0,2111827.0,2115674.0,2116127.0,2119792.0,2122713.0
389,90066,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1498630.0,1490244.0,1483967.0,1478895.0,1479101.0,1481974.0,1474130.0,1472440.0,1473201.0,1486151.0,1490945.0,1495683.0
391,92530,CA,Lake Elsinore,"Riverside-San Bernardino-Ontario, CA",Riverside County,353968.0,355225.0,356922.0,357836.0,358322.0,358365.0,358419.0,358344.0,357769.0,358870.0,359525.0,362372.0
395,92570,CA,Perris,"Riverside-San Bernardino-Ontario, CA",Riverside County,341174.0,342707.0,345078.0,346784.0,347969.0,348761.0,350616.0,351512.0,351994.0,352387.0,352759.0,354760.0
397,91732,CA,El Monte,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,508053.0,504843.0,502170.0,500827.0,500009.0,499796.0,496075.0,494881.0,494730.0,497920.0,499735.0,502335.0
402,92562,CA,Murrieta,"Riverside-San Bernardino-Ontario, CA",Riverside County,436879.0,438201.0,440555.0,441085.0,440698.0,440113.0,440173.0,439985.0,439427.0,441015.0,441738.0,444984.0
410,92324,CA,Colton,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,306817.0,307651.0,308695.0,309602.0,311014.0,312167.0,312303.0,313110.0,314026.0,316329.0,318073.0,319719.0
411,90004,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1274948.0,1274890.0,1271739.0,1270288.0,1272644.0,1279965.0,1265180.0,1256105.0,1249961.0,1264199.0,1272136.0,1277827.0
415,90006,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,708995.0,706744.0,704765.0,703861.0,705503.0,709492.0,707842.0,707399.0,707896.0,713545.0,718027.0,721433.0
423,92780,CA,Tustin,"Los Angeles-Long Beach-Anaheim, CA",Orange County,681451.0,679595.0,679304.0,679082.0,680600.0,680283.0,680520.0,680984.0,685719.0,688532.0,688391.0,686044.0
426,91950,CA,National City,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,417830.0,417465.0,417796.0,420123.0,421154.0,422809.0,425319.0,428171.0,429272.0,429999.0,431081.0,433708.0
427,93905,CA,Salinas,"Salinas, CA",Monterey County,419573.0,422537.0,424490.0,426146.0,425835.0,426792.0,426105.0,427222.0,427808.0,428871.0,429420.0,429586.0
430,95051,CA,Santa Clara,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,1443582.0,1416396.0,1390297.0,1377556.0,1367871.0,1357753.0,1344712.0,1330710.0,1328420.0,1323247.0,1326816.0,1330263.0
433,92571,CA,,"Riverside-San Bernardino-Ontario, CA",Riverside County,319716.0,321376.0,323605.0,325005.0,326070.0,326643.0,326908.0,326906.0,326407.0,328560.0,329779.0,333237.0
436,92071,CA,Santee,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,494961.0,492194.0,491654.0,494475.0,496644.0,498788.0,500766.0,501790.0,501530.0,501690.0,504507.0,508188.0
438,92130,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,1193569.0,1186705.0,1185232.0,1192052.0,1197947.0,1202709.0,1209722.0,1214205.0,1215612.0,1215618.0,1219048.0,1222866.0
439,93309,CA,Bakersfield,"Bakersfield, CA",Kern County,210828.0,212284.0,213563.0,214129.0,215076.0,216220.0,217011.0,218095.0,218762.0,219399.0,220085.0,220770.0
442,93291,CA,Visalia,"Visalia, CA",Tulare County,273144.0,272693.0,272285.0,272778.0,274049.0,274342.0,272493.0,271440.0,271903.0,274440.0,274313.0,274316.0
448,91702,CA,Azusa,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,475442.0,473370.0,471544.0,471366.0,472188.0,473535.0,472409.0,472123.0,473128.0,475650.0,477931.0,480406.0
454,90813,CA,Long Beach,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,402589.0,403322.0,404820.0,407063.0,408696.0,409546.0,407816.0,409474.0,412470.0,418011.0,420929.0,425340.0
470,92504,CA,Riverside,"Riverside-San Bernardino-Ontario, CA",Riverside County,377699.0,378674.0,380336.0,381167.0,381111.0,381006.0,381734.0,382914.0,383523.0,385466.0,386303.0,389244.0
478,93436,CA,Lompoc,"Santa Maria-Santa Barbara, CA",Santa Barbara County,360466.0,360790.0,359443.0,358374.0,357557.0,358409.0,358212.0,358845.0,358632.0,360521.0,361648.0,364112.0
484,93313,CA,Bakersfield,"Bakersfield, CA",Kern County,251817.0,253326.0,254547.0,254539.0,255105.0,256106.0,256808.0,257715.0,258074.0,258653.0,259558.0,260178.0
485,95355,CA,Modesto,"Modesto, CA",Stanislaus County,337348.0,337949.0,337269.0,339541.0,340293.0,341568.0,340265.0,340933.0,341215.0,343879.0,344964.0,346964.0
501,93030,CA,Oxnard,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,518570.0,519447.0,520169.0,522173.0,523950.0,524114.0,524517.0,525255.0,527441.0,529955.0,531043.0,534753.0
504,91406,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,608392.0,605089.0,602737.0,602688.0,603893.0,605903.0,603949.0,603993.0,604551.0,609099.0,612358.0,617403.0
510,92346,CA,Highland,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,344322.0,344873.0,345990.0,346917.0,348876.0,350111.0,350368.0,351207.0,351901.0,353514.0,354659.0,355966.0
514,92243,CA,El Centro,"El Centro, CA",Imperial County,219396.0,219013.0,219012.0,220323.0,220923.0,222052.0,222358.0,222095.0,218926.0,217809.0,217870.0,220861.0
519,94087,CA,Sunnyvale,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,2062635.0,2026638.0,1999688.0,1985770.0,1969182.0,1948229.0,1925070.0,1908699.0,1912545.0,1912558.0,1917928.0,1921149.0
520,92057,CA,Oceanside,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,496178.0,494282.0,494079.0,497163.0,499004.0,500723.0,502248.0,503043.0,502970.0,503416.0,506288.0,509317.0
530,95648,CA,Lincoln,"Sacramento-Roseville-Folsom, CA",Placer County,479242.0,481222.0,481808.0,483293.0,485652.0,487175.0,487531.0,488748.0,491232.0,492771.0,494560.0,496890.0
538,95376,CA,Tracy,"Stockton, CA",San Joaquin County,436996.0,435471.0,437208.0,437248.0,438679.0,438573.0,438219.0,437546.0,436363.0,436179.0,436448.0,438803.0
547,95747,CA,Roseville,"Sacramento-Roseville-Folsom, CA",Placer County,487887.0,489393.0,489465.0,490787.0,493693.0,495461.0,496010.0,496501.0,498590.0,499331.0,500771.0,503180.0
552,95828,CA,,"Sacramento-Roseville-Folsom, CA",Sacramento County,300597.0,301293.0,301687.0,303668.0,305587.0,307561.0,308378.0,308860.0,309773.0,310803.0,313680.0,316843.0
553,91764,CA,Ontario,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,407485.0,408171.0,409481.0,410210.0,411758.0,412031.0,411549.0,411800.0,412441.0,414456.0,416174.0,418296.0
555,94551,CA,Livermore,"San Francisco-Oakland-Berkeley, CA",Alameda County,735233.0,730059.0,728732.0,728094.0,726408.0,725885.0,724494.0,722477.0,720517.0,719972.0,719870.0,723392.0
559,94568,CA,Dublin,"San Francisco-Oakland-Berkeley, CA",Alameda County,966313.0,960486.0,959444.0,959260.0,957218.0,954548.0,952571.0,949093.0,947247.0,945741.0,944960.0,947774.0
560,92027,CA,Escondido,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,474719.0,473475.0,473782.0,476538.0,477614.0,479419.0,481239.0,482864.0,482762.0,483002.0,484527.0,486719.0
562,94109,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,1145022.0,1147481.0,1144071.0,1139546.0,1139788.0,1142852.0,1134507.0,1128235.0,1122626.0,1135453.0,1143740.0,1159729.0
566,92708,CA,Fountain Valley,"Los Angeles-Long Beach-Anaheim, CA",Orange County,821355.0,818799.0,817760.0,816817.0,818366.0,818740.0,820689.0,823389.0,830152.0,834932.0,836774.0,835707.0
568,90744,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,466604.0,466487.0,466672.0,467144.0,468456.0,469952.0,468032.0,466691.0,467036.0,470365.0,473493.0,477031.0
579,92646,CA,Huntington Beach,"Los Angeles-Long Beach-Anaheim, CA",Orange County,861709.0,859555.0,859863.0,860116.0,862676.0,863227.0,866062.0,869798.0,877778.0,883223.0,884330.0,883145.0
585,91605,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,581978.0,581862.0,580635.0,580147.0,580718.0,583421.0,582647.0,583153.0,585341.0,590311.0,593897.0,596823.0
597,92840,CA,Garden Grove,"Los Angeles-Long Beach-Anaheim, CA",Orange County,601817.0,600840.0,602042.0,602565.0,604696.0,604928.0,606847.0,609397.0,615340.0,619414.0,621186.0,620928.0
599,91405,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,587648.0,585513.0,584076.0,584469.0,586613.0,589894.0,588974.0,590372.0,591759.0,597010.0,599632.0,604207.0
604,93063,CA,Simi Valley,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,586374.0,585740.0,585926.0,587707.0,588532.0,587159.0,585365.0,584815.0,586532.0,589039.0,589946.0,593258.0
605,91304,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,651793.0,648645.0,646342.0,645183.0,645982.0,648046.0,646607.0,647201.0,648621.0,653575.0,657561.0,663049.0
608,93215,CA,Delano,"Bakersfield, CA",Kern County,213434.0,215148.0,216157.0,215949.0,216605.0,217421.0,218116.0,218559.0,218823.0,218982.0,219704.0,220657.0
610,95122,CA,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,735656.0,724822.0,717101.0,714639.0,711161.0,704173.0,699426.0,695909.0,701445.0,701646.0,707061.0,712996.0
616,92117,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,670333.0,668154.0,668361.0,673703.0,676988.0,681657.0,685748.0,688601.0,688965.0,687978.0,689668.0,692430.0
620,93308,CA,Oildale,"Bakersfield, CA",Kern County,210128.0,211253.0,212261.0,212775.0,213627.0,214611.0,215253.0,216187.0,216677.0,217370.0,218182.0,218946.0
621,91801,CA,Alhambra,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,653090.0,650499.0,647614.0,647325.0,647642.0,649553.0,645397.0,644233.0,644500.0,649595.0,652377.0,655160.0
632,91745,CA,Hacienda Heights,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,646292.0,644387.0,642374.0,641266.0,641283.0,642554.0,639979.0,640114.0,641102.0,645517.0,647435.0,650008.0
636,90723,CA,Paramount,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,429338.0,428162.0,427676.0,428321.0,429779.0,432226.0,432091.0,432702.0,433875.0,437243.0,439848.0,443037.0
638,92626,CA,Costa Mesa,"Los Angeles-Long Beach-Anaheim, CA",Orange County,832579.0,830900.0,830790.0,830531.0,831892.0,830776.0,832014.0,833495.0,839768.0,842513.0,841683.0,838927.0
664,92111,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,575603.0,573543.0,573408.0,577233.0,579443.0,582659.0,585521.0,588073.0,589271.0,591004.0,594911.0,598835.0
666,91786,CA,Upland,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,468985.0,469824.0,470798.0,471416.0,473103.0,474320.0,474038.0,473821.0,473575.0,474925.0,476668.0,478235.0
669,94591,CA,Vallejo,"Vallejo, CA",Solano County,465091.0,463518.0,463845.0,466442.0,468540.0,468752.0,469557.0,470221.0,471785.0,472927.0,471950.0,469358.0
670,93458,CA,Santa Maria,"Santa Maria-Santa Barbara, CA",Santa Barbara County,359493.0,360673.0,359642.0,359032.0,358820.0,360340.0,361157.0,361968.0,361848.0,363781.0,365631.0,368609.0
672,95116,CA,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,713190.0,703071.0,695756.0,693399.0,690577.0,685945.0,683613.0,682239.0,689033.0,689281.0,693393.0,696971.0
677,93551,CA,Palmdale,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,405168.0,404833.0,404180.0,404294.0,404614.0,405644.0,405163.0,405413.0,406800.0,409123.0,410831.0,412729.0
681,92505,CA,Riverside,"Riverside-San Bernardino-Ontario, CA",Riverside County,400432.0,401994.0,404392.0,405579.0,406026.0,406326.0,407118.0,408127.0,408213.0,410149.0,410827.0,413811.0
688,90018,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,742404.0,742281.0,744074.0,746991.0,752961.0,759669.0,763614.0,767196.0,771223.0,776364.0,778913.0,778933.0
692,90063,CA,East Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,487083.0,488732.0,490877.0,493004.0,494995.0,496827.0,491693.0,487048.0,484716.0,490289.0,495397.0,498740.0
697,92584,CA,Menifee,"Riverside-San Bernardino-Ontario, CA",Riverside County,397433.0,398555.0,400461.0,401353.0,401315.0,400957.0,400564.0,400242.0,399240.0,400775.0,401420.0,404475.0
699,95350,CA,Modesto,"Modesto, CA",Stanislaus County,288147.0,288466.0,287884.0,290229.0,291134.0,292580.0,292057.0,292837.0,293577.0,295775.0,296887.0,298503.0
705,90745,CA,Carson,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,523721.0,522759.0,522867.0,524582.0,526688.0,528354.0,527211.0,527074.0,528227.0,532062.0,535186.0,538214.0
706,90221,CA,Compton,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,414929.0,414713.0,414758.0,416642.0,418234.0,420561.0,420247.0,421666.0,424761.0,429283.0,432652.0,435220.0
708,92024,CA,Encinitas,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,1108350.0,1104303.0,1106799.0,1117055.0,1125257.0,1130971.0,1137411.0,1144740.0,1149138.0,1152450.0,1155590.0,1159046.0
713,92129,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,783900.0,779712.0,778421.0,781200.0,783027.0,785271.0,788289.0,789145.0,787910.0,787360.0,789919.0,794179.0
716,95125,CA,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,1388606.0,1366360.0,1350025.0,1340661.0,1331462.0,1316207.0,1304361.0,1296323.0,1303282.0,1304517.0,1308401.0,1311144.0
721,95023,CA,Hollister,"San Jose-Sunnyvale-Santa Clara, CA",San Benito County,610829.0,602219.0,597207.0,599424.0,602868.0,604772.0,605774.0,606791.0,607743.0,604383.0,602856.0,605103.0
728,92399,CA,Yucaipa,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,374727.0,375415.0,376162.0,376027.0,376771.0,377059.0,376429.0,376573.0,376940.0,378862.0,380527.0,381918.0
729,93312,CA,Bakersfield,"Bakersfield, CA",Kern County,292146.0,293848.0,294945.0,294846.0,295367.0,296713.0,297745.0,298913.0,299465.0,300177.0,301325.0,302003.0
734,90002,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,390683.0,390745.0,391361.0,392899.0,395278.0,397690.0,398747.0,401255.0,404860.0,409454.0,412875.0,415433.0
738,92084,CA,Vista,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,552573.0,550414.0,550333.0,553927.0,556301.0,558564.0,560635.0,562164.0,562879.0,563211.0,564956.0,566379.0
744,95207,CA,Stockton,"Stockton, CA",San Joaquin County,282164.0,281543.0,282696.0,282403.0,283121.0,283546.0,284770.0,285891.0,286299.0,286537.0,286979.0,288520.0
754,92544,CA,Hemet,"Riverside-San Bernardino-Ontario, CA",Riverside County,278150.0,279437.0,281209.0,281981.0,282106.0,282122.0,282750.0,283648.0,283924.0,285075.0,285651.0,287908.0
763,92028,CA,Fallbrook,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,576370.0,574813.0,575216.0,578971.0,580699.0,582153.0,583027.0,583420.0,582747.0,582108.0,583161.0,584113.0
